id,clean_title,raw_title,source_path,in_directory,created_at,updated_at,author,published,revision,subject,genre,summary,file_type,subtitle,publisher,edition,language,domain,subfield,topics,key_concepts,target_audience,media_type,is_collection,file_extension
512,"Make - Calculus - Build Models to Learn, Visualize, and Explore","Make - Calculus - Build Models to Learn, Visualize, and Explore",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mathematics & Applied Statistics,Textbook,"Comprehensive resource bundle and reference collection focusing on Make - Calculus - Build Models to Learn, Visualize, and Explore (Calculus - Build Models to Learn, Visualize, and Explore). Covers key principles, curated documentation, and multi-part assets across Foundational & Advanced Mathematics within Formal Sciences & Mathematics.",Directory / Folder,"Calculus - Build Models to Learn, Visualize, and Explore",,1st Edition,en,Formal Sciences & Mathematics,Foundational & Advanced Mathematics,"mathematics, statistics, calculus, linear-algebra, probability, math","Vector Spaces, Differential Operators, Probability Distributions, Proof Methods, Optimization",Academic / Practitioner,Directory / Resource Pack,1,
513,"Make - More Electronics - Journey Deep into the World of Logic Chips, Amplifiers, Sensors, and Randomicity","Make - More Electronics - Journey Deep Into the World of Logic Chips, Amplifiers, Sensors, and Randomicity",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Electrical & Embedded Engineering,Textbook / Technical Reference,"Comprehensive resource bundle and reference collection focusing on Make - More Electronics - Journey Deep into the World of Logic Chips, Amplifiers, Sensors, and Randomicity (More Electronics - Journey Deep into the World of Logic Chips, Amplifiers, Sensors, and Randomicity). Covers key principles, curated documentation, and multi-part assets across Circuit Design, Embedded Systems & Hardware within Engineering & Applied Physics.",Directory / Folder,"More Electronics - Journey Deep into the World of Logic Chips, Amplifiers, Sensors, and Randomicity",,1st Edition,en,Engineering & Applied Physics,"Circuit Design, Embedded Systems & Hardware","electronics, electrical-engineering, embedded-systems, arduino, raspberry-pi, circuits, sensors, pcb","Analog & Digital Circuits, Microcontrollers, Signal Processing, Sensor Interfacing, Hardware Design",Intermediate / Practitioner,Directory / Resource Pack,1,
514,Make Analog Synthesizers Ray Wilson.2013,Make Analog Synthesizers-Ray Wilson.2013.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2013,1,Audio Engineering & Sound Design,Technical Reference,"A comprehensive technical reference on Make Analog Synthesizers Ray Wilson.2013 (1st Edition), released in 2013. Explores foundational principles, technical methodologies, and practical applications in Audio Engineering & Sound Design and Synthesizers & Electronic Music Production.",EPUB,,,1st Edition,en,Creative Arts & Music Technology,Synthesizers & Electronic Music Production,"audio-engineering, synthesizers, music-production, sound-design, midi, acoustics","Subtractive/Additive Synthesis, MIDI Protocol, DSP Modulation, Acoustic Treatments, Mixing Signal Chains",Practitioner / Musician,Book / Ebook,0,.epub
515,Make: Analog Synthesizers - Ray Wilson,Make_ Analog Synthesizers - Ray Wilson.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Audio Engineering & Sound Design,Technical Reference,"A comprehensive technical reference on Make: Analog Synthesizers - Ray Wilson (Analog Synthesizers - Ray Wilson) (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Audio Engineering & Sound Design and Synthesizers & Electronic Music Production.",PDF,Analog Synthesizers - Ray Wilson,,1st Edition,en,Creative Arts & Music Technology,Synthesizers & Electronic Music Production,"audio-engineering, synthesizers, music-production, sound-design, midi, acoustics","Subtractive/Additive Synthesis, MIDI Protocol, DSP Modulation, Acoustic Treatments, Mixing Signal Chains",Practitioner / Musician,Book / Ebook,0,.pdf
516,Make Python Talk,makepythontalk (1).pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Make Python Talk (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
518,Maker Projects Guide,Maker Projects Guide.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Maker Projects Guide (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
519,Making Things See,Making Things See.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Making Things See (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
520,Making Things Talk,Making Things Talk.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Making Things Talk (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
521,Malware Development for Ethical Hackers,malwaredevelopmentforethicalhackers.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Cybersecurity & InfoSec,Technical Reference,"A comprehensive technical reference on Malware Development for Ethical Hackers (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Cybersecurity & InfoSec and Penetration Testing & Threat Analysis.",PDF,,,1st Edition,en,Information Security & Networks,Penetration Testing & Threat Analysis,"cybersecurity, infosec, ethical-hacking, pentesting, network-security, reverse-engineering","Vulnerability Assessment, Exploitation, Network Hardening, Threat Modeling, Cryptography",Intermediate / Advanced,Book / Ebook,0,.pdf
522,Management 101,management101.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Management 101 (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",EPUB,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.epub
523,Managing Ticks,Managing ticks.docx,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,"Karen Vail, Rebecca Trout Fryxell",2021,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Managing Ticks (1st Edition) by Karen Vail, Rebecca Trout Fryxell from University of Tennessee, released in 2021. Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",Word (DOCX),,University of Tennessee,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.docx
524,"Mark Lutz - Learning Python, 5th Edition - 2013","Mark Lutz - Learning Python, 5th Edition - 2013.pdf",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2013,5,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Mark Lutz - Learning Python, 5th Edition - 2013 (Learning Python, 5th Edition - 2013) (5th Edition), released in 2013. Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,"Learning Python, 5th Edition - 2013",,5th Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
525,Marshall SLP Reissue 100W 1959 Schematic,Marshall-Slp-Reissue-100W-1959-Schematic.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,1959,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Marshall SLP Reissue 100W 1959 Schematic (1st Edition), released in 1959. Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
526,Martin Koch - Build Your Solid Body Guitar,Martin Koch - Build Your Solid-Body Guitar,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Martin Koch - Build Your Solid Body Guitar (Build Your Solid Body Guitar). Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,Build Your Solid Body Guitar,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
527,Mason Jar Cookbook,masonjarcookbook.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Mason Jar Cookbook (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
528,Mastering Python Regular Expressions,Mastering-Python-Regular-Expressions.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Mastering Python Regular Expressions (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
529,Mastering Kali Linux for Advanced Penetration Testing,masteringkalilinuxforadvancedpenetrationtesting.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Cloud Infrastructure & DevOps,Technical Guide,"A comprehensive technical guide on Mastering Kali Linux for Advanced Penetration Testing (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Cloud Infrastructure & DevOps and Containerization & System Administration.",PDF,,,1st Edition,en,Information Security & Networks,Containerization & System Administration,"devops, cloud, linux, docker, kubernetes, sysadmin, aws, infrastructure","Infrastructure as Code, Container Orchestration, CI/CD Pipelines, Linux Administration",Intermediate / Practitioner,Book / Ebook,0,.pdf
530,Mastering Python Networking Third Edition,masteringpythonnetworkingthirdedition.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Mastering Python Networking Third Edition (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
531,Mastering Py Torch,masteringpytorch.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Audio Engineering & Sound Design,Technical Reference,"A comprehensive technical reference on Mastering Py Torch (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Audio Engineering & Sound Design and Synthesizers & Electronic Music Production.",PDF,,,1st Edition,en,Creative Arts & Music Technology,Synthesizers & Electronic Music Production,"audio-engineering, synthesizers, music-production, sound-design, midi, acoustics","Subtractive/Additive Synthesis, MIDI Protocol, DSP Modulation, Acoustic Treatments, Mixing Signal Chains",Practitioner / Musician,Book / Ebook,0,.pdf
532,Math,Math,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mathematics & Applied Statistics,Textbook,"Comprehensive resource bundle and reference collection focusing on Math. Covers key principles, curated documentation, and multi-part assets across Foundational & Advanced Mathematics within Formal Sciences & Mathematics.",Directory / Folder,,,1st Edition,en,Formal Sciences & Mathematics,Foundational & Advanced Mathematics,"mathematics, statistics, calculus, linear-algebra, probability, math","Vector Spaces, Differential Operators, Probability Distributions, Proof Methods, Optimization",Academic / Practitioner,Directory / Resource Pack,1,
533,"Math for Real Life - Teaching Practical Uses for Algebra, Geometry and Trigonometry","Math for Real Life - Teaching Practical Uses for Algebra, Geometry and Trigonometry.pdf",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mathematics & Applied Statistics,Textbook,"A comprehensive textbook on Math for Real Life - Teaching Practical Uses for Algebra, Geometry and Trigonometry (Teaching Practical Uses for Algebra, Geometry and Trigonometry) (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Mathematics & Applied Statistics and Foundational & Advanced Mathematics.",PDF,"Teaching Practical Uses for Algebra, Geometry and Trigonometry",,1st Edition,en,Formal Sciences & Mathematics,Foundational & Advanced Mathematics,"mathematics, statistics, calculus, linear-algebra, probability, math","Vector Spaces, Differential Operators, Probability Distributions, Proof Methods, Optimization",Academic / Practitioner,Book / Ebook,0,.pdf
534,Math and Algorithm Learning,Math-and-Algorithm-Learning-master,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Software Engineering & Computer Science,Textbook / Technical Reference,"Comprehensive resource bundle and reference collection focusing on Math and Algorithm Learning. Covers key principles, curated documentation, and multi-part assets across Algorithms & System Architecture within Computer Science & Artificial Intelligence.",Directory / Folder,,,1st Edition,en,Computer Science & Artificial Intelligence,Algorithms & System Architecture,"algorithms, data-structures, computer-science, software-engineering, architecture","Algorithmic Complexity, Big-O, Data Structures, Distributed Systems, Software Design",Intermediate / Advanced,Directory / Resource Pack,1,
536,Math Books,Math-Books-main,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mathematics & Applied Statistics,Textbook,"Comprehensive resource bundle and reference collection focusing on Math Books. Covers key principles, curated documentation, and multi-part assets across Foundational & Advanced Mathematics within Formal Sciences & Mathematics.",Directory / Folder,,,1st Edition,en,Formal Sciences & Mathematics,Foundational & Advanced Mathematics,"mathematics, statistics, calculus, linear-algebra, probability, math","Vector Spaces, Differential Operators, Probability Distributions, Proof Methods, Optimization",Academic / Practitioner,Directory / Resource Pack,1,
537,Math Books1,MathBooks1-master,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mathematics & Applied Statistics,Textbook,"Comprehensive resource bundle and reference collection focusing on Math Books1. Covers key principles, curated documentation, and multi-part assets across Foundational & Advanced Mathematics within Formal Sciences & Mathematics.",Directory / Folder,,,1st Edition,en,Formal Sciences & Mathematics,Foundational & Advanced Mathematics,"mathematics, statistics, calculus, linear-algebra, probability, math","Vector Spaces, Differential Operators, Probability Distributions, Proof Methods, Optimization",Academic / Practitioner,Directory / Resource Pack,1,
538,Mathematical Statistics and Data Analysis,Mathematical-Statistics-and-Data-Analysis.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mathematics & Applied Statistics,Textbook,"A comprehensive textbook on Mathematical Statistics and Data Analysis (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Mathematics & Applied Statistics and Foundational & Advanced Mathematics.",PDF,,,1st Edition,en,Formal Sciences & Mathematics,Foundational & Advanced Mathematics,"mathematics, statistics, calculus, linear-algebra, probability, math","Vector Spaces, Differential Operators, Probability Distributions, Proof Methods, Optimization",Academic / Practitioner,Book / Ebook,0,.pdf
539,Mathematics for Machine Technology,Mathematics_for_Machine_Technology.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mathematics & Applied Statistics,Textbook,"A comprehensive textbook on Mathematics for Machine Technology (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Mathematics & Applied Statistics and Foundational & Advanced Mathematics.",PDF,,,1st Edition,en,Formal Sciences & Mathematics,Foundational & Advanced Mathematics,"mathematics, statistics, calculus, linear-algebra, probability, math","Vector Spaces, Differential Operators, Probability Distributions, Proof Methods, Optimization",Academic / Practitioner,Book / Ebook,0,.pdf
540,Matlab Agent IC Toolkit,matlab-agentic-toolkit-main,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Matlab Agent IC Toolkit. Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
541,Matlab Deep Learning LLMS with Matlab 4.9.0.0,matlab-deep-learning-llms-with-matlab-4.9.0.0,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Matlab Deep Learning LLMS with Matlab 4.9.0.0. Covers key principles, curated documentation, and multi-part assets across Deep Learning & Generative AI within Computer Science & Artificial Intelligence.",Directory / Folder,,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Directory / Resource Pack,1,
542,Maximizing Your M in if ARM,maximizingyourminifarm.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Electrical & Embedded Engineering,Textbook / Technical Reference,"A comprehensive textbook / technical reference on Maximizing Your M in if ARM (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Electrical & Embedded Engineering and Circuit Design, Embedded Systems & Hardware.",PDF,,,1st Edition,en,Engineering & Applied Physics,"Circuit Design, Embedded Systems & Hardware","electronics, electrical-engineering, embedded-systems, arduino, raspberry-pi, circuits, sensors, pcb","Analog & Digital Circuits, Microcontrollers, Signal Processing, Sensor Interfacing, Hardware Design",Intermediate / Practitioner,Book / Ebook,0,.pdf
543,Mechanical Engineering Design 8th Edition - (Malestrom),Mechanical Engineering Design 8th Ed - (Malestrom),/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,8,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Mechanical Engineering Design 8th Edition - (Malestrom) ((Malestrom)). Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,(Malestrom),,8th Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
544,Mechatronic System Control Logic and Data Acquisition,Mechatronic_System_Control__Logic__and_Data_Acquisition,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2017,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Mechatronic System Control Logic and Data Acquisition from CRC Press, released in 2017. Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,,CRC Press,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
545,Microsoft Copilot: Your AI Companion,Microsoft Copilot_ Your AI companion.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"A comprehensive technical reference on Microsoft Copilot: Your AI Companion (Your AI Companion) (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Artificial Intelligence & Machine Learning and Deep Learning & Generative AI.",PDF,Your AI Companion,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Book / Ebook,0,.pdf
546,MIDI Devices English,MIDI_Devices_english.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Audio Engineering & Sound Design,Technical Reference,"A comprehensive technical reference on MIDI Devices English (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Audio Engineering & Sound Design and Synthesizers & Electronic Music Production.",PDF,,,1st Edition,en,Creative Arts & Music Technology,Synthesizers & Electronic Music Production,"audio-engineering, synthesizers, music-production, sound-design, midi, acoustics","Subtractive/Additive Synthesis, MIDI Protocol, DSP Modulation, Acoustic Treatments, Mixing Signal Chains",Practitioner / Musician,Book / Ebook,0,.pdf
547,Mini Farming Bible,minifarmingbible.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Mini Farming Bible (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
548,ML MATH Packt,ML_MATH_packt.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"Comprehensive resource bundle and reference collection focusing on ML MATH Packt from Packt Publishing. Covers key principles, curated documentation, and multi-part assets across Deep Learning & Generative AI within Computer Science & Artificial Intelligence.",PDF,,Packt Publishing,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Collection / Resource Pack,1,.pdf
549,ML Cheat Sheet,ML+Cheat+Sheet_2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"A comprehensive technical reference on ML Cheat Sheet (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Artificial Intelligence & Machine Learning and Deep Learning & Generative AI.",PDF,,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Book / Ebook,0,.pdf
550,Mlops,mlops 2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Mlops (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
552,MML Book,mml-book 2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on MML Book (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
554,Modeling and Simulation in Python,modelingandsimulationinpython (1).pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Modeling and Simulation in Python (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
556,Modern Day Pioneer,modern-daypioneer.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Modern Day Pioneer (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",EPUB,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.epub
